,Stance
1895,unrelated
1896,unrelated
1897,unrelated
1898,unrelated
1899,unrelated
1900,unrelated
1901,unrelated
1902,discuss
1903,discuss
1904,unrelated
1905,unrelated
1906,unrelated
1907,unrelated
1908,unrelated
1909,unrelated
1910,unrelated
1911,unrelated
1912,unrelated
1913,unrelated
1914,unrelated
1915,unrelated
1916,unrelated
1917,unrelated
1918,unrelated
1919,unrelated
1920,unrelated
1921,unrelated
1922,unrelated
1923,unrelated
1924,unrelated
1925,unrelated
1926,unrelated
1927,unrelated
1928,unrelated
1929,unrelated
1930,unrelated
1931,unrelated
1932,unrelated
1933,unrelated
1934,unrelated
1935,unrelated
1936,unrelated
1937,unrelated
1938,unrelated
1939,unrelated
1940,discuss
1941,unrelated
1942,unrelated
1943,unrelated
1944,unrelated
1945,unrelated
1946,unrelated
1947,unrelated
1948,unrelated
1949,unrelated
1950,unrelated
1951,unrelated
1952,unrelated
1953,unrelated
1954,unrelated
1955,unrelated
1956,unrelated
1957,unrelated
1958,unrelated
1959,unrelated
1960,unrelated
1961,discuss
1962,discuss
1963,unrelated
1964,unrelated
1965,unrelated
1966,unrelated
1967,unrelated
1968,unrelated
1969,unrelated
1970,unrelated
1971,discuss
1972,unrelated
1973,discuss
1974,unrelated
1975,unrelated
1976,discuss
1977,unrelated
1978,unrelated
1979,unrelated
1980,unrelated
1981,unrelated
1982,unrelated
1983,unrelated
1984,unrelated
1985,unrelated
1986,unrelated
1987,unrelated
1988,unrelated
1989,unrelated
1990,unrelated
1991,unrelated
1992,unrelated
1993,unrelated
1994,unrelated
1995,discuss
1996,unrelated
1997,agree
1998,agree
1999,agree
2000,unrelated
2001,unrelated
2002,unrelated
2003,discuss
2004,unrelated
2005,unrelated
2006,unrelated
2007,unrelated
2008,discuss
2009,discuss
2010,unrelated
2011,unrelated
2012,unrelated
2013,discuss
2014,unrelated
2015,unrelated
2016,unrelated
2017,unrelated
2018,unrelated
2019,unrelated
2020,unrelated
2021,unrelated
2022,unrelated
2023,unrelated
2024,unrelated
2025,discuss
2026,discuss
2027,discuss
2028,unrelated
2029,unrelated
2030,unrelated
2031,unrelated
2032,unrelated
2033,unrelated
2034,unrelated
2035,discuss
2036,unrelated
2037,unrelated
2038,unrelated
2039,unrelated
2040,unrelated
2041,unrelated
2042,unrelated
2043,unrelated
2044,unrelated
2045,unrelated
2046,unrelated
2047,unrelated
2048,discuss
2049,unrelated
2050,unrelated
2051,discuss
2052,discuss
2053,discuss
2054,unrelated
2055,unrelated
2056,unrelated
2057,unrelated
2058,unrelated
2059,unrelated
2060,unrelated
2061,unrelated
2062,unrelated
2063,unrelated
2064,unrelated
2065,unrelated
2066,unrelated
2067,unrelated
2068,unrelated
2069,unrelated
2070,unrelated
2071,unrelated
2072,unrelated
2073,unrelated
2074,unrelated
2075,unrelated
2076,unrelated
2077,unrelated
2078,unrelated
2079,unrelated
2080,discuss
2081,unrelated
2082,unrelated
2083,unrelated
2084,unrelated
2085,discuss
2086,unrelated
2087,unrelated
2088,unrelated
2089,unrelated
2090,unrelated
2091,unrelated
2092,unrelated
2093,unrelated
2094,unrelated
2095,unrelated
2096,unrelated
2097,unrelated
2098,unrelated
2099,unrelated
2100,unrelated
2101,unrelated
2102,unrelated
2103,unrelated
2104,unrelated
2105,unrelated
2106,unrelated
2107,unrelated
2108,unrelated
2109,unrelated
2110,unrelated
2111,unrelated
2112,unrelated
2113,unrelated
2114,unrelated
2115,unrelated
2116,unrelated
2117,unrelated
2118,unrelated
2119,unrelated
2120,unrelated
2121,unrelated
2122,unrelated
2123,agree
2124,unrelated
2125,unrelated
2126,unrelated
2127,unrelated
2128,unrelated
2129,agree
2130,unrelated
2131,unrelated
2132,unrelated
2133,disagree
2134,unrelated
2135,agree
2136,discuss
2137,unrelated
2138,unrelated
2139,unrelated
2140,unrelated
2141,disagree
2142,agree
2143,unrelated
2144,unrelated
2145,unrelated
2146,disagree
2147,unrelated
2148,unrelated
2149,unrelated
2150,unrelated
2151,unrelated
2152,unrelated
2153,unrelated
2154,unrelated
2155,agree
2156,unrelated
2157,unrelated
2158,unrelated
2159,unrelated
2160,unrelated
2161,unrelated
2162,unrelated
2163,unrelated
2164,unrelated
2165,unrelated
2166,unrelated
2167,unrelated
2168,discuss
2169,discuss
2170,unrelated
2171,unrelated
2172,unrelated
2173,unrelated
2174,discuss
2175,unrelated
2176,discuss
2177,unrelated
2178,unrelated
2179,unrelated
2180,unrelated
2181,discuss
2182,unrelated
2183,unrelated
2184,unrelated
2185,discuss
2186,unrelated
2187,discuss
2188,unrelated
2189,unrelated
2190,discuss
2191,discuss
2192,unrelated
2193,unrelated
2194,unrelated
2195,unrelated
2196,unrelated
2197,unrelated
2198,unrelated
2199,unrelated
2200,unrelated
2201,unrelated
2202,unrelated
2203,unrelated
2204,unrelated
2205,unrelated
2206,unrelated
2207,unrelated
2208,unrelated
2209,unrelated
2210,unrelated
2211,unrelated
2212,unrelated
2213,unrelated
2214,unrelated
2215,unrelated
2216,unrelated
2217,unrelated
2218,unrelated
2219,unrelated
2220,unrelated
2221,unrelated
2222,unrelated
2223,unrelated
2224,unrelated
2225,unrelated
2226,unrelated
2227,unrelated
2228,unrelated
2229,unrelated
2230,unrelated
2231,unrelated
2232,unrelated
2233,unrelated
2234,unrelated
2235,unrelated
2236,discuss
2237,unrelated
2238,unrelated
2239,unrelated
2240,unrelated
2241,unrelated
2242,unrelated
2243,unrelated
2244,unrelated
2245,unrelated
2246,unrelated
2247,unrelated
2248,unrelated
2249,unrelated
2250,discuss
2251,discuss
2252,unrelated
2253,unrelated
2254,unrelated
2255,unrelated
2256,agree
2257,unrelated
2258,unrelated
2259,unrelated
2260,unrelated
2261,discuss
2262,unrelated
2263,discuss
2264,discuss
2265,discuss
2266,unrelated
2267,unrelated
2268,unrelated
2269,unrelated
2270,unrelated
2271,unrelated
2272,unrelated
2273,unrelated
2274,unrelated
2275,unrelated
2276,unrelated
2277,unrelated
2278,unrelated
2279,discuss
2280,unrelated
2281,unrelated
2282,unrelated
2283,unrelated
2284,unrelated
2285,unrelated
2286,unrelated
2287,discuss
2288,unrelated
2289,unrelated
2290,unrelated
2291,unrelated
2292,unrelated
2293,unrelated
2294,unrelated
2295,unrelated
2296,unrelated
2297,unrelated
2298,discuss
2299,unrelated
2300,discuss
2301,unrelated
2302,unrelated
2303,unrelated
2304,unrelated
2305,unrelated
2306,unrelated
2307,unrelated
2308,unrelated
2309,unrelated
2310,discuss
2311,unrelated
2312,unrelated
2313,unrelated
2314,discuss
2315,unrelated
2316,unrelated
2317,unrelated
2318,unrelated
2319,unrelated
2320,unrelated
2321,unrelated
2322,unrelated
2323,unrelated
2324,unrelated
2325,agree
2326,unrelated
2327,unrelated
2328,unrelated
2329,unrelated
2330,unrelated
2331,unrelated
2332,unrelated
2333,unrelated
2334,unrelated
2335,unrelated
2336,unrelated
2337,unrelated
2338,unrelated
2339,unrelated
2340,unrelated
2341,unrelated
2342,unrelated
2343,unrelated
2344,unrelated
2345,unrelated
2346,unrelated
2347,unrelated
2348,unrelated
2349,unrelated
2350,unrelated
2351,unrelated
2352,unrelated
2353,unrelated
2354,unrelated
2355,unrelated
2356,unrelated
2357,unrelated
2358,unrelated
2359,unrelated
2360,unrelated
2361,unrelated
2362,unrelated
2363,unrelated
2364,unrelated
2365,unrelated
2366,unrelated
2367,unrelated
2368,unrelated
2369,unrelated
2370,unrelated
2371,unrelated
2372,unrelated
2373,unrelated
2374,unrelated
2375,unrelated
2376,unrelated
2377,unrelated
2378,unrelated
2379,unrelated
2380,unrelated
2381,unrelated
2382,unrelated
2383,unrelated
2384,unrelated
2385,unrelated
2386,unrelated
2387,unrelated
2388,unrelated
2389,unrelated
2390,unrelated
2391,unrelated
2392,unrelated
2393,unrelated
2394,unrelated
2395,unrelated
2396,unrelated
2397,unrelated
2398,unrelated
2399,unrelated
2400,unrelated
2401,unrelated
2402,unrelated
2403,unrelated
2404,unrelated
2405,unrelated
2406,discuss
2407,unrelated
2408,unrelated
2409,unrelated
2410,unrelated
2411,unrelated
2412,unrelated
2413,unrelated
2414,unrelated
2415,unrelated
2416,unrelated
2417,unrelated
2418,unrelated
2419,unrelated
2420,unrelated
2421,unrelated
2422,unrelated
2423,unrelated
2424,unrelated
2425,unrelated
2426,unrelated
2427,unrelated
2428,unrelated
2429,discuss
2430,discuss
2431,agree
2432,unrelated
2433,unrelated
2434,unrelated
2435,discuss
2436,unrelated
2437,discuss
2438,unrelated
2439,unrelated
2440,unrelated
2441,unrelated
2442,unrelated
2443,unrelated
2444,unrelated
2445,unrelated
2446,unrelated
2447,unrelated
2448,discuss
2449,unrelated
2450,unrelated
2451,discuss
2452,unrelated
2453,unrelated
2454,unrelated
2455,unrelated
2456,unrelated
2457,unrelated
2458,unrelated
2459,unrelated
2460,disagree
2461,agree
2462,agree
2463,agree
2464,agree
2465,unrelated
2466,unrelated
2467,unrelated
2468,unrelated
2469,unrelated
2470,unrelated
2471,unrelated
2472,unrelated
2473,unrelated
2474,unrelated
2475,unrelated
2476,discuss
2477,unrelated
2478,unrelated
2479,unrelated
2480,unrelated
2481,unrelated
2482,unrelated
2483,unrelated
2484,unrelated
2485,unrelated
2486,unrelated
2487,unrelated
2488,unrelated
2489,unrelated
2490,unrelated
2491,unrelated
2492,unrelated
2493,unrelated
2494,unrelated
2495,unrelated
2496,unrelated
2497,unrelated
2498,unrelated
2499,unrelated
2500,unrelated
2501,unrelated
2502,unrelated
2503,unrelated
2504,discuss
2505,unrelated
2506,unrelated
2507,unrelated
2508,unrelated
2509,unrelated
2510,unrelated
2511,unrelated
2512,unrelated
2513,unrelated
2514,unrelated
2515,unrelated
2516,unrelated
2517,unrelated
2518,unrelated
2519,unrelated
2520,unrelated
2521,unrelated
2522,unrelated
2523,unrelated
2524,discuss
2525,unrelated
2526,unrelated
2527,unrelated
2528,unrelated
2529,unrelated
2530,unrelated
2531,discuss
2532,unrelated
2533,unrelated
2534,unrelated
2535,unrelated
2536,unrelated
2537,unrelated
2538,unrelated
2539,unrelated
2540,unrelated
2541,unrelated
2542,unrelated
2543,unrelated
2544,unrelated
2545,unrelated
2546,unrelated
2547,unrelated
2548,unrelated
2549,unrelated
2550,unrelated
2551,unrelated
2552,unrelated
2553,unrelated
2554,unrelated
2555,unrelated
2556,unrelated
2557,unrelated
2558,unrelated
2559,unrelated
2560,unrelated
2561,discuss
2562,unrelated
2563,unrelated
2564,unrelated
2565,unrelated
2566,unrelated
2567,unrelated
2568,unrelated
2569,unrelated
2570,unrelated
2571,unrelated
2572,unrelated
2573,unrelated
2574,unrelated
2575,unrelated
2576,unrelated
2577,discuss
2578,unrelated
2579,unrelated
2580,discuss
2581,unrelated
2582,discuss
2583,discuss
2584,discuss
2585,discuss
2586,agree
2587,agree
2588,agree
2589,agree
2590,discuss
2591,discuss
2592,discuss
2593,discuss
2594,discuss
2595,discuss
2596,discuss
2597,agree
2598,discuss
2599,unrelated
2600,unrelated
2601,unrelated
2602,unrelated
2603,unrelated
2604,discuss
2605,unrelated
2606,unrelated
2607,agree
2608,unrelated
2609,discuss
2610,discuss
2611,discuss
2612,discuss
2613,discuss
2614,unrelated
2615,unrelated
2616,unrelated
2617,unrelated
2618,agree
2619,unrelated
2620,unrelated
2621,unrelated
2622,unrelated
2623,unrelated
2624,unrelated
2625,unrelated
2626,unrelated
2627,unrelated
2628,unrelated
2629,unrelated
2630,unrelated
2631,unrelated
2632,unrelated
2633,unrelated
2634,unrelated
2635,unrelated
2636,unrelated
2637,unrelated
2638,unrelated
2639,unrelated
2640,unrelated
2641,unrelated
2642,unrelated
2643,unrelated
2644,unrelated
2645,unrelated
2646,unrelated
2647,discuss
2648,unrelated
2649,discuss
2650,discuss
2651,discuss
2652,discuss
2653,discuss
2654,discuss
2655,discuss
2656,unrelated
2657,unrelated
2658,unrelated
2659,unrelated
2660,unrelated
2661,unrelated
2662,unrelated
2663,unrelated
2664,unrelated
2665,unrelated
2666,unrelated
2667,unrelated
2668,unrelated
2669,unrelated
2670,unrelated
2671,unrelated
2672,unrelated
2673,unrelated
2674,unrelated
2675,unrelated
2676,unrelated
2677,unrelated
2678,unrelated
2679,unrelated
2680,unrelated
2681,unrelated
2682,unrelated
2683,unrelated
2684,unrelated
2685,unrelated
2686,unrelated
2687,unrelated
2688,unrelated
2689,discuss
2690,unrelated
2691,unrelated
2692,unrelated
2693,unrelated
2694,discuss
2695,unrelated
2696,unrelated
2697,unrelated
2698,unrelated
2699,unrelated
2700,unrelated
2701,unrelated
2702,unrelated
2703,unrelated
2704,unrelated
2705,unrelated
2706,unrelated
2707,unrelated
2708,unrelated
2709,unrelated
2710,unrelated
2711,unrelated
2712,discuss
2713,unrelated
2714,unrelated
2715,unrelated
2716,unrelated
2717,unrelated
2718,discuss
2719,unrelated
2720,unrelated
2721,unrelated
2722,discuss
2723,unrelated
2724,unrelated
2725,unrelated
2726,discuss
2727,unrelated
2728,unrelated
2729,unrelated
2730,unrelated
2731,unrelated
2732,unrelated
2733,unrelated
2734,unrelated
2735,unrelated
2736,unrelated
2737,unrelated
2738,discuss
2739,unrelated
2740,discuss
2741,unrelated
2742,unrelated
2743,unrelated
2744,unrelated
2745,unrelated
2746,unrelated
2747,unrelated
2748,unrelated
2749,unrelated
2750,unrelated
2751,unrelated
2752,unrelated
2753,unrelated
2754,unrelated
2755,unrelated
2756,unrelated
2757,unrelated
2758,unrelated
2759,unrelated
2760,unrelated
2761,unrelated
2762,unrelated
2763,unrelated
2764,unrelated
2765,unrelated
2766,unrelated
2767,unrelated
2768,unrelated
2769,unrelated
2770,unrelated
2771,unrelated
2772,unrelated
2773,unrelated
2774,unrelated
2775,unrelated
2776,unrelated
2777,unrelated
2778,unrelated
2779,unrelated
2780,unrelated
2781,unrelated
2782,unrelated
2783,unrelated
2784,unrelated
2785,unrelated
2786,unrelated
2787,unrelated
2788,unrelated
2789,unrelated
2790,unrelated
2791,unrelated
2792,unrelated
2793,unrelated
2794,discuss
2795,unrelated
2796,unrelated
2797,unrelated
2798,unrelated
2799,unrelated
2800,discuss
2801,unrelated
2802,discuss
2803,unrelated
2804,unrelated
2805,discuss
2806,unrelated
2807,unrelated
2808,unrelated
2809,unrelated
2810,unrelated
2811,unrelated
2812,unrelated
2813,unrelated
2814,unrelated
2815,unrelated
2816,unrelated
2817,discuss
2818,unrelated
2819,unrelated
2820,unrelated
2821,unrelated
2822,unrelated
2823,unrelated
2824,unrelated
2825,unrelated
2826,unrelated
2827,unrelated
2828,unrelated
2829,unrelated
2830,unrelated
2831,unrelated
2832,unrelated
2833,unrelated
2834,unrelated
2835,unrelated
2836,unrelated
2837,unrelated
2838,unrelated
2839,unrelated
2840,unrelated
2841,unrelated
2842,unrelated
2843,unrelated
2844,unrelated
2845,unrelated
2846,unrelated
2847,unrelated
2848,unrelated
2849,unrelated
2850,unrelated
2851,unrelated
2852,unrelated
2853,unrelated
2854,unrelated
2855,unrelated
2856,unrelated
2857,unrelated
2858,unrelated
2859,unrelated
2860,unrelated
2861,unrelated
2862,unrelated
2863,unrelated
2864,unrelated
2865,unrelated
2866,unrelated
2867,unrelated
2868,unrelated
2869,unrelated
2870,unrelated
2871,unrelated
2872,unrelated
2873,unrelated
2874,unrelated
2875,unrelated
2876,unrelated
2877,unrelated
2878,unrelated
2879,unrelated
2880,unrelated
2881,unrelated
2882,unrelated
2883,unrelated
2884,unrelated
2885,unrelated
2886,unrelated
2887,unrelated
2888,unrelated
2889,unrelated
2890,unrelated
2891,unrelated
2892,unrelated
2893,agree
2894,unrelated
2895,unrelated
2896,unrelated
2897,unrelated
2898,unrelated
2899,unrelated
2900,unrelated
2901,unrelated
2902,unrelated
2903,unrelated
2904,unrelated
2905,unrelated
2906,unrelated
2907,unrelated
2908,unrelated
2909,unrelated
2910,unrelated
2911,unrelated
2912,unrelated
2913,unrelated
2914,unrelated
2915,unrelated
2916,unrelated
2917,agree
2918,unrelated
2919,unrelated
2920,unrelated
2921,agree
2922,unrelated
2923,unrelated
2924,unrelated
2925,unrelated
2926,unrelated
2927,unrelated
2928,unrelated
2929,unrelated
2930,unrelated
2931,unrelated
2932,unrelated
2933,unrelated
2934,unrelated
2935,unrelated
2936,unrelated
2937,unrelated
2938,unrelated
2939,unrelated
2940,unrelated
2941,unrelated
2942,unrelated
2943,unrelated
2944,unrelated
2945,unrelated
2946,unrelated
2947,unrelated
2948,unrelated
2949,unrelated
2950,unrelated
2951,unrelated
2952,unrelated
2953,unrelated
2954,unrelated
2955,unrelated
2956,unrelated
2957,unrelated
2958,unrelated
2959,unrelated
2960,unrelated
2961,unrelated
2962,unrelated
2963,unrelated
2964,unrelated
2965,unrelated
2966,unrelated
2967,unrelated
2968,unrelated
2969,unrelated
2970,unrelated
2971,unrelated
2972,unrelated
2973,unrelated
2974,unrelated
2975,unrelated
2976,unrelated
2977,unrelated
2978,unrelated
2979,unrelated
2980,unrelated
2981,unrelated
2982,unrelated
2983,unrelated
2984,unrelated
2985,unrelated
2986,agree
2987,unrelated
2988,unrelated
2989,agree
2990,agree
2991,unrelated
2992,discuss
2993,unrelated
2994,unrelated
2995,disagree
2996,unrelated
2997,unrelated
2998,unrelated
2999,unrelated
3000,unrelated
3001,unrelated
3002,unrelated
3003,unrelated
3004,unrelated
3005,unrelated
3006,unrelated
3007,unrelated
3008,unrelated
3009,unrelated
3010,unrelated
3011,unrelated
3012,unrelated
3013,agree
3014,unrelated
3015,unrelated
3016,unrelated
3017,unrelated
3018,unrelated
3019,unrelated
3020,unrelated
3021,agree
3022,unrelated
3023,unrelated
3024,unrelated
3025,discuss
3026,agree
3027,discuss
3028,unrelated
3029,discuss
3030,unrelated
3031,discuss
3032,discuss
3033,discuss
3034,discuss
3035,discuss
3036,discuss
3037,discuss
3038,discuss
3039,unrelated
3040,unrelated
3041,unrelated
3042,unrelated
3043,unrelated
3044,unrelated
3045,unrelated
3046,unrelated
3047,unrelated
3048,unrelated
3049,unrelated
3050,unrelated
3051,unrelated
3052,unrelated
3053,unrelated
3054,unrelated
3055,unrelated
3056,unrelated
3057,unrelated
3058,unrelated
3059,unrelated
3060,unrelated
3061,unrelated
3062,unrelated
3063,unrelated
3064,unrelated
3065,unrelated
3066,unrelated
3067,unrelated
3068,unrelated
3069,unrelated
3070,unrelated
3071,unrelated
3072,unrelated
3073,unrelated
3074,unrelated
3075,unrelated
3076,unrelated
3077,unrelated
3078,unrelated
3079,unrelated
3080,unrelated
3081,unrelated
3082,unrelated
3083,unrelated
3084,unrelated
3085,unrelated
3086,unrelated
3087,unrelated
3088,unrelated
3089,unrelated
3090,unrelated
3091,unrelated
3092,unrelated
3093,unrelated
3094,unrelated
3095,unrelated
3096,unrelated
3097,unrelated
3098,unrelated
3099,unrelated
3100,unrelated
3101,unrelated
3102,unrelated
3103,unrelated
3104,unrelated
3105,unrelated
3106,unrelated
3107,unrelated
3108,unrelated
3109,unrelated
3110,unrelated
3111,unrelated
3112,unrelated
3113,unrelated
3114,unrelated
3115,unrelated
3116,agree
3117,unrelated
3118,unrelated
3119,unrelated
